app_name,raw_label,predict_label
波克斗地主,0,0
车位飞,0,0
优唐医生,0,0
UEDBET官网,1,1
移民帮,0,0
加群引流大师,0,0
逼哩逼哩,1,1
逼哩逼哩,1,1
星运魔盒,0,1
Europe–SealandAMaerskCompany,0,0
我城许昌,0,0
报名吧,0,0
炫彩来电动画,0,0
逼哩逼哩,1,1
网购彩票,1,1
百通学堂,0,0
威廉亚洲,1,1
燕山社工,0,0
A佳教育,0,0
GM游戏盒子,1,1
萌萝社,1,1
筑医台,0,0
玩学世界,0,0
萌萝社,1,1
萌萝社,1,1
萌宝绘本故事,0,0
人人竞拍,0,0
回流,0,0
蜗蜗生活商家,0,0
袋鼠证件照,0,0
电玩吧,1,1
威尼斯人,1,1
捷帮优聘,1,1
威能+,0,0
专属兼职,1,1
澳门永利娱乐场,1,1
萌萝社,1,1
汁乎,1,1
bet365,1,1
棒小孩成长记,0,0
捷帮优聘,1,1
全民GO车主端,0,0
萌萝社,1,1
bet365,1,1
bet365,1,1
有图动态壁纸,0,1
丽水房产网,0,0
bet365,1,1
[互联],1,1
易达生活跑腿,0,0
跑胡子（字牌）合集,0,0
萌萝社,1,1
汁乎,1,1
纵横财富,0,1
WP6,0,0
大金鲨捕鱼,1,1
汁乎,1,1
新濠天地,1,1
标指南商标注册查询,0,0
芭樂視頻,1,1
芭樂視頻,1,1
bet365,1,1
芭樂視頻,1,1
废钢之家,0,0
萌萝社,1,1
bet365,1,1
逼哩逼哩,1,1
民泰惠生活,0,0
bet365,1,1
驾考大全,0,1
街机金蟾捕鱼2,1,1
火线吃鸡战,0,0
环球影院,1,1
99手游加速器,0,0
bet365,1,1
萌萝社,1,1
萌萝社,1,1
农业技术,0,0
bet365,1,1
新航道雅思,0,1
千锦娱乐,1,1
逼哩逼哩,1,1
汁乎,1,1
华宇娱乐,1,1
威尼斯人,1,1
天黑请闭眼,0,0
欢朋直播,0,0
上古诸神,0,0
名品眼镜,0,0
儿童益智连线游戏,0,0
bet365,1,1
CAD手机看图,0,0
环球影院,1,1
bet365,1,1
萌萝社,1,1
医者无界,0,0
逼哩逼哩,1,1
Bet365,1,1
苏宁银行,0,0
激战火柴人,0,0
易企点,0,0
健康星球,0,0
ZhongFa,1,0
Bet365,1,1
CuteNotch,0,0
澳门威尼斯人,1,1
逼哩逼哩,1,1
大气网格化监管,0,0
逼哩逼哩,1,1
乔家大院导游,0,0
金星娱乐,1,1
科学大冒险,0,0
看片神器,1,1
艺点点校长,0,0
易聚货,0,0
芭樂視頻,1,1
亚博国际,1,1
创客直聘,1,1
趣网,0,0
天津妇儿,0,1
油小二,0,0
药师刷题宝,0,0
萌萝社,1,1
小黄人视频,1,1
bet365,1,1
金沙贵宾会,1,1
Nana,1,1
旦旦,0,0
澳门威尼斯人,1,1
LUYLUY,1,1
汁乎,1,1
极速入职,1,1
超值购,0,0
环球影院,1,1
bet365,1,1
逼哩逼哩,1,1
bet365,1,1
逼哩逼哩,1,1
购好省,0,1
逼哩逼哩,1,1
萌萝社,1,1
新天地,1,1
威尼斯人娱乐城,1,1
萌萝社,1,1
行情速报,0,1
逼哩逼哩,1,1
在机场,0,0
诸暨导游,0,0
极速入职,1,1
步步挣,0,0
逼哩逼哩,1,1
逼哩逼哩,1,1
汁乎,1,1
萌萝社,1,1
汁乎,1,1
恒耀国际,1,1
每-日,1,1
环球影院,1,1
云盛兼职,1,1
BET365,1,1
萌萝社,1,1
萌萝社,1,1
萌萝社,1,1
美得得,0,0
逼哩逼哩,1,1
市立医院党建,0,0
永盈娱乐,1,1
精招速聘,1,1
快手约炮,1,1
GM手游盒子,1,1
轻婚礼,0,1
澳门金沙,1,1
AmyExpress,0,0
周周娱乐,1,1
Bet365,1,1
杏林壹号,0,0
捷帮优聘,1,1
精华版演示,1,1
云盛兼职,1,1
雷霆加速器,1,1
新安智享家园,0,0
bet365官网,1,1
SmartWaimai,0,0
新葡京娱乐场,1,1
极速入职,1,1
萌萝社,1,1
嗨映,0,0
ToolsBox,0,0
萌萝社,1,1
720云,0,0
芭樂視頻,1,1
颜值测试,0,0
NANA,1,1
萌萝社,1,1
捕获格斗娘,1,1
逼哩逼哩,1,1
bet365,1,1
萌萝社,1,1
守护神域,0,0
nanana,1,1
汁乎,1,1
玛法英雄,0,0
龙腾网看世界,0,0
蚂蚁聘客,1,1
萌萝社,1,1
GM手游助手,1,1
多得会员管理,0,0
快手约炮,1,1
萌萝社,1,1
冠准兼职,1,1
肿瘤化疗助手,0,0
铁契,0,0
昆e药,0,0
莱克科学,0,0
2020电玩,1,1
威尼斯人娱乐城,1,1
净餐馆监管端,0,0
316,0,0
bet365,1,1
澳门威尼斯人,1,1
bet365,1,1
萌萝社,1,1
淘小说,0,0
才到云,0,0
新葡京,1,1
热爱,0,1
逼哩逼哩,1,1
环球影院,1,1
掌柜通,0,0
凯发国际,1,1
散弹,0,0
接单吧,0,0
爱赢游戏,1,1
恒耀国际,1,1
街机秀,0,0
初中英语语法,0,0
花木易购,0,0
威尼斯,1,0
萌萝社,1,1
逼哩逼哩,1,1
约到到家,0,0
逼哩逼哩,1,1
红绿生源,0,1
UTracer,0,0
汁乎,1,1
PeriodicTable,0,0
金典国际,1,1
周易起名测名,0,1
西南商友会,0,0
爱赢游戏,1,1
微信恢复小助手,0,0
星城娱乐,1,1
逼哩逼哩,1,1
冠准兼职,1,1
牛云说营销,0,0
花火Read,0,0
云闪付,0,0
环球影院,1,1
喵喵少儿英语,0,0
周公解梦,0,0
新葡京,1,1
爱辉县,0,1
爱上钢琴,0,0
Divoom,0,0
逼哩逼哩,1,1
多玩互娱,1,1
雅荷游戏,1,1
全国彩,1,1
萌萝社,1,1
食安校园,0,0
逼哩逼哩,1,1
欲漫涩,1,1
手机数据恢复助手,0,0
芭樂視頻,1,1
米乐英语,0,0
逼哩逼哩,1,1
宝贝做甜甜圈,0,1
太阳城集团,1,1
澳门金沙,1,1
逼哩逼哩,1,1
澳门金沙,1,1
停车威,0,0
爱赢游戏,1,1
糖豆人终极淘汰赛,0,1
分秒问律师端,0,0
齐心渠道宝,0,0
九天诛魔,0,0
学习资料,1,0
粉粉日历,0,0
bet365,1,1
口袋小说,0,0
天下互娱,1,1
立即博,1,1
盛基收银台,0,0
欢乐四人斗地主,0,0
爱上学家长版,0,0
逼哩逼哩,1,1
供销e通,0,0
快乐粘液模拟器,0,0
婚礼请柬,0,0
若古,0,0
环球影院,1,1
178电玩,1,1
新葡京娱乐城,1,1
冠准兼职,1,1
逼哩逼哩,1,1
和讯房产西南,0,0
LearnEnglish,0,0
胡同导游,0,0
邢台微贷,0,0
BelimoAssistant,0,0
金灵电玩,1,1
截图拼接,0,0
萌萝社,1,1
我有种,0,0
威尼斯人娱乐城,1,1
冠准兼职,1,1
bet365,1,1
AIPViewer,0,0
晓悟互动小说,0,0
寿光村镇银行,0,0
逼哩逼哩,1,1
